algo,inst,clase,arm,run,ecmax
feabcls,tai15_15_01,15x15,MIXH,1,1248.0
feabcls,tai15_15_01,15x15,MIXH,2,1255.0
feabcls,tai15_15_01,15x15,MIXH,3,1246.5
feabcls,tai15_15_01,15x15,MIXH,4,1261.5
feabcls,tai15_15_01,15x15,MIXH,5,1262.0
feabcls,tai15_15_01,15x15,MIXH,6,1260.5
feabcls,tai15_15_01,15x15,MIXH,7,1249.5
feabcls,tai15_15_01,15x15,MIXH,8,1262.0
feabcls,tai15_15_01,15x15,MIXH,9,1253.0
feabcls,tai15_15_01,15x15,MIXH,10,1260.5
feabcls,tai15_15_01,15x15,MIXH,11,1253.0
feabcls,tai15_15_01,15x15,MIXH,12,1256.5
feabcls,tai15_15_01,15x15,MIXH,13,1262.0
feabcls,tai15_15_01,15x15,MIXH,14,1258.5
feabcls,tai15_15_01,15x15,MIXH,15,1262.0
feabcls,tai15_15_01,15x15,MIXH,16,1260.5
feabcls,tai15_15_01,15x15,MIXH,17,1256.0
feabcls,tai15_15_01,15x15,MIXH,18,1260.5
feabcls,tai15_15_01,15x15,MIXH,19,1261.5
feabcls,tai15_15_01,15x15,MIXH,20,1260.5
feabcls,tai15_15_01,15x15,MIXH,21,1262.0
feabcls,tai15_15_01,15x15,MIXH,22,1253.0
feabcls,tai15_15_01,15x15,MIXH,23,1260.5
feabcls,tai15_15_01,15x15,MIXH,24,1260.5
feabcls,tai15_15_01,15x15,MIXH,25,1260.5
feabcls,tai15_15_01,15x15,MIXH,26,1258.5
feabcls,tai15_15_01,15x15,MIXH,27,1262.0
feabcls,tai15_15_01,15x15,MIXH,28,1248.0
feabcls,tai15_15_01,15x15,MIXH,29,1253.0
feabcls,tai15_15_01,15x15,MIXH,30,1262.0
feabcls,tai15_15_02,15x15,A0,1,1269.5
feabcls,tai15_15_02,15x15,A0,2,1268.0
feabcls,tai15_15_02,15x15,A0,3,1269.5
feabcls,tai15_15_02,15x15,A0,4,1270.5
feabcls,tai15_15_02,15x15,A0,5,1269.5
feabcls,tai15_15_02,15x15,A0,6,1263.0
feabcls,tai15_15_02,15x15,A0,7,1248.0
feabcls,tai15_15_02,15x15,A0,8,1269.5
feabcls,tai15_15_02,15x15,A0,9,1268.0
feabcls,tai15_15_02,15x15,A0,10,1248.0
feabcls,tai15_15_02,15x15,A0,11,1247.0
feabcls,tai15_15_02,15x15,A0,12,1274.5
feabcls,tai15_15_02,15x15,A0,13,1269.5
feabcls,tai15_15_02,15x15,A0,14,1261.5
feabcls,tai15_15_02,15x15,A0,15,1278.0
feabcls,tai15_15_02,15x15,A0,16,1258.0
feabcls,tai15_15_02,15x15,A0,17,1269.5
feabcls,tai15_15_02,15x15,A0,18,1264.5
feabcls,tai15_15_02,15x15,A0,19,1276.5
feabcls,tai15_15_02,15x15,A0,20,1269.5
feabcls,tai15_15_02,15x15,A0,21,1279.5
feabcls,tai15_15_02,15x15,A0,22,1258.0
feabcls,tai15_15_02,15x15,A0,23,1278.0
feabcls,tai15_15_02,15x15,A0,24,1275.0
feabcls,tai15_15_02,15x15,A0,25,1270.0
feabcls,tai15_15_02,15x15,A0,26,1269.5
feabcls,tai15_15_02,15x15,A0,27,1270.5
feabcls,tai15_15_02,15x15,A0,28,1269.5
feabcls,tai15_15_02,15x15,A0,29,1279.5
feabcls,tai15_15_02,15x15,A0,30,1269.5
feabcls,tai15_15_02,15x15,V2H,1,1272.0
feabcls,tai15_15_02,15x15,V2H,2,1278.0
feabcls,tai15_15_02,15x15,V2H,3,1277.0
feabcls,tai15_15_02,15x15,V2H,4,1273.0
feabcls,tai15_15_02,15x15,V2H,5,1261.0
feabcls,tai15_15_02,15x15,V2H,6,1272.0
feabcls,tai15_15_02,15x15,V2H,7,1272.0
feabcls,tai15_15_02,15x15,V2H,8,1273.5
feabcls,tai15_15_02,15x15,V2H,9,1272.0
feabcls,tai15_15_02,15x15,V2H,10,1269.5
feabcls,tai15_15_02,15x15,V2H,11,1281.5
feabcls,tai15_15_02,15x15,V2H,12,1263.5
feabcls,tai15_15_02,15x15,V2H,13,1289.0
feabcls,tai15_15_02,15x15,V2H,14,1273.0
feabcls,tai15_15_02,15x15,V2H,15,1271.5
feabcls,tai15_15_02,15x15,V2H,16,1273.0
feabcls,tai15_15_02,15x15,V2H,17,1272.0
feabcls,tai15_15_02,15x15,V2H,18,1272.0
feabcls,tai15_15_02,15x15,V2H,19,1273.0
feabcls,tai15_15_02,15x15,V2H,20,1254.0
feabcls,tai15_15_02,15x15,V2H,21,1272.0
feabcls,tai15_15_02,15x15,V2H,22,1278.0
feabcls,tai15_15_02,15x15,V2H,23,1267.5
feabcls,tai15_15_02,15x15,V2H,24,1273.0
feabcls,tai15_15_02,15x15,V2H,25,1280.0
feabcls,tai15_15_02,15x15,V2H,26,1282.0
feabcls,tai15_15_02,15x15,V2H,27,1272.0
feabcls,tai15_15_02,15x15,V2H,28,1271.0
feabcls,tai15_15_02,15x15,V2H,29,1279.0
feabcls,tai15_15_02,15x15,V2H,30,1272.0
feabcls,tai15_15_02,15x15,V2,1,1269.0
feabcls,tai15_15_02,15x15,V2,2,1272.0
feabcls,tai15_15_02,15x15,V2,3,1272.0
feabcls,tai15_15_02,15x15,V2,4,1272.0
feabcls,tai15_15_02,15x15,V2,5,1282.0
feabcls,tai15_15_02,15x15,V2,6,1272.0
feabcls,tai15_15_02,15x15,V2,7,1277.0
