algo,inst,clase,arm,run,ecmax
abce3,tai15_15_02,15x15,V2H,14,1292.5
abce3,tai15_15_02,15x15,V2H,15,1287.5
abce3,tai15_15_02,15x15,V2H,16,1307.0
abce3,tai15_15_02,15x15,V2H,17,1300.0
abce3,tai15_15_02,15x15,V2H,18,1301.0
abce3,tai15_15_02,15x15,V2H,19,1281.0
abce3,tai15_15_02,15x15,V2H,20,1287.0
abce3,tai15_15_02,15x15,V2H,21,1291.0
abce3,tai15_15_02,15x15,V2H,22,1300.0
abce3,tai15_15_02,15x15,V2H,23,1267.0
abce3,tai15_15_02,15x15,V2H,24,1291.5
abce3,tai15_15_02,15x15,V2H,25,1277.0
abce3,tai15_15_02,15x15,V2H,26,1281.5
abce3,tai15_15_02,15x15,V2H,27,1285.0
abce3,tai15_15_02,15x15,V2H,28,1299.0
abce3,tai15_15_02,15x15,V2H,29,1305.0
abce3,tai15_15_02,15x15,V2H,30,1283.0
abce3,tai15_15_02,15x15,V2,1,1277.0
abce3,tai15_15_02,15x15,V2,2,1280.5
abce3,tai15_15_02,15x15,V2,3,1299.0
abce3,tai15_15_02,15x15,V2,4,1286.0
abce3,tai15_15_02,15x15,V2,5,1301.5
abce3,tai15_15_02,15x15,V2,6,1302.0
abce3,tai15_15_02,15x15,V2,7,1298.5
abce3,tai15_15_02,15x15,V2,8,1291.5
abce3,tai15_15_02,15x15,V2,9,1300.5
abce3,tai15_15_02,15x15,V2,10,1281.0
abce3,tai15_15_02,15x15,V2,11,1294.5
abce3,tai15_15_02,15x15,V2,12,1285.5
abce3,tai15_15_02,15x15,V2,13,1285.5
abce3,tai15_15_02,15x15,V2,14,1291.0
abce3,tai15_15_02,15x15,V2,15,1289.0
abce3,tai15_15_02,15x15,V2,16,1291.0
abce3,tai15_15_02,15x15,V2,17,1286.5
abce3,tai15_15_02,15x15,V2,18,1296.0
abce3,tai15_15_02,15x15,V2,19,1289.0
abce3,tai15_15_02,15x15,V2,20,1288.0
abce3,tai15_15_02,15x15,V2,21,1294.5
abce3,tai15_15_02,15x15,V2,22,1294.0
abce3,tai15_15_02,15x15,V2,23,1284.5
abce3,tai15_15_02,15x15,V2,24,1296.5
abce3,tai15_15_02,15x15,V2,25,1309.0
abce3,tai15_15_02,15x15,V2,26,1294.0
abce3,tai15_15_02,15x15,V2,27,1294.0
abce3,tai15_15_02,15x15,V2,28,1268.0
abce3,tai15_15_02,15x15,V2,29,1278.5
abce3,tai15_15_02,15x15,V2,30,1308.0
abce3,tai15_15_02,15x15,MOR,1,1307.0
abce3,tai15_15_02,15x15,MOR,2,1294.0
abce3,tai15_15_02,15x15,MOR,3,1291.5
abce3,tai15_15_02,15x15,MOR,4,1277.0
abce3,tai15_15_02,15x15,MOR,5,1302.5
abce3,tai15_15_02,15x15,MOR,6,1297.0
abce3,tai15_15_02,15x15,MOR,7,1292.0
abce3,tai15_15_02,15x15,MOR,8,1291.0
abce3,tai15_15_02,15x15,MOR,9,1279.0
abce3,tai15_15_02,15x15,MOR,10,1292.5
abce3,tai15_15_02,15x15,MOR,11,1281.5
abce3,tai15_15_02,15x15,MOR,12,1300.0
abce3,tai15_15_02,15x15,MOR,13,1291.0
abce3,tai15_15_02,15x15,MOR,14,1285.0
abce3,tai15_15_02,15x15,MOR,15,1285.5
abce3,tai15_15_02,15x15,MOR,16,1305.0
abce3,tai15_15_02,15x15,MOR,17,1269.0
abce3,tai15_15_02,15x15,MOR,18,1290.5
abce3,tai15_15_02,15x15,MOR,19,1303.0
abce3,tai15_15_02,15x15,MOR,20,1280.5
abce3,tai15_15_02,15x15,MOR,21,1295.0
abce3,tai15_15_02,15x15,MOR,22,1310.5
abce3,tai15_15_02,15x15,MOR,23,1294.5
abce3,tai15_15_02,15x15,MOR,24,1285.0
abce3,tai15_15_02,15x15,MOR,25,1299.0
abce3,tai15_15_02,15x15,MOR,26,1276.5
abce3,tai15_15_02,15x15,MOR,27,1284.0
abce3,tai15_15_02,15x15,MOR,28,1290.0
abce3,tai15_15_02,15x15,MOR,29,1297.0
abce3,tai15_15_02,15x15,MOR,30,1301.0
abce3,tai15_15_02,15x15,GT,1,1295.0
abce3,tai15_15_02,15x15,GT,2,1294.0
abce3,tai15_15_02,15x15,GT,3,1285.0
abce3,tai15_15_02,15x15,GT,4,1292.0
abce3,tai15_15_02,15x15,GT,5,1298.0
abce3,tai15_15_02,15x15,GT,6,1276.5
abce3,tai15_15_02,15x15,GT,7,1282.0
abce3,tai15_15_02,15x15,GT,8,1310.0
abce3,tai15_15_02,15x15,GT,9,1291.0
abce3,tai15_15_02,15x15,GT,10,1282.0
abce3,tai15_15_02,15x15,GT,11,1296.5
abce3,tai15_15_02,15x15,GT,12,1288.0
abce3,tai15_15_02,15x15,GT,13,1301.0
abce3,tai15_15_02,15x15,GT,14,1297.5
abce3,tai15_15_02,15x15,GT,15,1292.0
abce3,tai15_15_02,15x15,GT,16,1280.0
abce3,tai15_15_02,15x15,GT,17,1298.5
abce3,tai15_15_02,15x15,GT,18,1293.0
abce3,tai15_15_02,15x15,GT,19,1301.0
abce3,tai15_15_02,15x15,GT,20,1292.5
abce3,tai15_15_02,15x15,GT,21,1278.5
abce3,tai15_15_02,15x15,GT,22,1300.0
abce3,tai15_15_02,15x15,GT,23,1286.0
abce3,tai15_15_02,15x15,GT,24,1272.0
abce3,tai15_15_02,15x15,GT,25,1283.5
